,time,MISO,MOSI
0,0.18259692,0xff,0xff
1,0.18259872,0xff,0x4d
2,0.18260052,0xff,0x00
3,0.18260232,0xff,0x00
4,0.18260412,0xff,0x00
5,0.18260592,0xff,0x00
6,0.18260772,0xff,0x0d
7,0.18260952,0xff,0xff
8,0.18261132,0x00,0xff
9,0.18261312,0x00,0xff
10,0.18261492,0xff,0xff
11,0.18261672,0xff,0xff
12,0.18261852,0xff,0xff
13,0.18262032,0xff,0xff
14,0.18262212,0xff,0xff
15,0.18262392,0xff,0xff
16,0.18262572,0xff,0xff
17,0.18262752,0xff,0xff
18,0.96115268,0xff,0xff
19,0.96115448,0xff,0x58
20,0.96115628,0xff,0x00
21,0.96115808,0xff,0x00
22,0.96115988,0xff,0x14
23,0.96116168,0xff,0xbb
24,0.96116348,0xff,0x37
25,0.96116528,0xff,0xff
26,0.96116708,0x00,0xff
27,0.96116888,0xff,0xff
28,0.96117068,0xff,0xff
29,0.96117248,0xff,0xff
30,0.96117428,0xff,0xff
31,0.96117608,0xff,0xff
32,0.96117788,0xff,0xff
33,0.96117968,0xff,0xff
34,0.96118148,0xff,0xff
35,0.96126988,0xff,0xfe
36,0.96128816,0xff,0x81
37,0.96128976,0xff,0x00
38,0.96129136,0xff,0x00
39,0.96129296,0xff,0x00
40,0.96129456,0xff,0x82
41,0.96129616,0xff,0x00
42,0.96129776,0xff,0x00
43,0.96129936,0xff,0x00
44,0.96130096,0xff,0x83
45,0.96130256,0xff,0x00
46,0.96130416,0xff,0x00
47,0.96130576,0xff,0x00
48,0.96130736,0xff,0x84
49,0.96130896,0xff,0x00
50,0.96131056,0xff,0x00
51,0.96131216,0xff,0x00
52,0.96131376,0xff,0x85
53,0.96131536,0xff,0x00
54,0.96131696,0xff,0x00
55,0.96131856,0xff,0x00
56,0.96132016,0xff,0xff
57,0.96132176,0xff,0xff
58,0.96132336,0xff,0xff
59,0.96132496,0xff,0x0f
60,0.96132656,0xff,0xff
61,0.96132816,0xff,0xff
62,0.96132976,0xff,0xff
63,0.96133136,0xff,0x0f
64,0.96133296,0xff,0xff
65,0.96133456,0xff,0xff
66,0.96133616,0xff,0xff
67,0.96133776,0xff,0x0f
68,0.96133936,0xff,0xff
69,0.96134096,0xff,0xff
70,0.96134256,0xff,0xff
71,0.96134416,0xff,0x0f
72,0.96134576,0xff,0xff
73,0.96134736,0xff,0xff
74,0.96134896,0xff,0xff
75,0.96135056,0xff,0x0f
76,0.96135216,0xff,0xff
77,0.96135376,0xff,0xff
78,0.96135536,0xff,0xff
79,0.96135696,0xff,0x0f
80,0.96135856,0xff,0xff
81,0.96136016,0xff,0xff
82,0.96136176,0xff,0xff
83,0.96136336,0xff,0x0f
84,0.96136496,0xff,0x00
85,0.96136656,0xff,0x00
86,0.96136816,0xff,0x00
87,0.96136976,0xff,0x00
88,0.96137136,0xff,0x00
89,0.96137296,0xff,0x00
90,0.96137456,0xff,0x00
91,0.96137616,0xff,0x00
92,0.96137776,0xff,0x00
93,0.96137936,0xff,0x00
94,0.96138096,0xff,0x00
95,0.96138256,0xff,0x00
96,0.96138416,0xff,0x00
97,0.96138576,0xff,0x00
98,0.96138736,0xff,0x00
99,0.96138896,0xff,0x00
100,0.96139056,0xff,0x00
101,0.96139216,0xff,0x00
102,0.96139376,0xff,0x00
103,0.96139536,0xff,0x00
104,0.96139696,0xff,0x00
105,0.96139856,0xff,0x00
106,0.96140016,0xff,0x00
107,0.96140176,0xff,0x00
108,0.96140336,0xff,0x00
109,0.96140496,0xff,0x00
110,0.96140656,0xff,0x00
111,0.96140816,0xff,0x00
112,0.96140976,0xff,0x00
113,0.96141136,0xff,0x00
114,0.96141296,0xff,0x00
115,0.96141456,0xff,0x00
116,0.96141616,0xff,0x00
117,0.96141776,0xff,0x00
118,0.96141936,0xff,0x00
119,0.96142096,0xff,0x00
120,0.96142256,0xff,0x00
121,0.96142416,0xff,0x00
122,0.96142576,0xff,0x00
123,0.96142736,0xff,0x00
124,0.96142896,0xff,0x00
125,0.96143056,0xff,0x00
126,0.96143216,0xff,0x00
127,0.96143376,0xff,0x00
128,0.96143536,0xff,0x00
129,0.96143696,0xff,0x00
130,0.96143856,0xff,0x00
131,0.96144016,0xff,0x00
132,0.96144176,0xff,0x00
133,0.96144336,0xff,0x00
134,0.96144496,0xff,0x00
135,0.96144656,0xff,0x00
136,0.96144816,0xff,0x00
137,0.96144976,0xff,0x00
138,0.96145136,0xff,0x00
