,time,MISO,MOSI
332,2.41596504,0xff,0x42
333,2.41596664,0xff,0x00
334,2.41596824,0xff,0x00
335,2.41596984,0xff,0x00
336,2.41597144,0xff,0x43
337,2.41597304,0xff,0x00
338,2.41597464,0xff,0x00
339,2.41597624,0xff,0x00
340,2.41597784,0xff,0x44
341,2.41597944,0xff,0x00
342,2.41598104,0xff,0x00
343,2.41598264,0xff,0x00
344,2.41598424,0xff,0x45
345,2.41598584,0xff,0x00
346,2.41598744,0xff,0x00
347,2.41598904,0xff,0x00
348,2.41599064,0xff,0xff
349,2.41599224,0xff,0xff
350,2.41599384,0xff,0xff
351,2.41599544,0xff,0x0f
352,2.41599704,0xff,0x47
353,2.41599864,0xff,0x00
354,2.41600024,0xff,0x00
355,2.41600184,0xff,0x00
356,2.41600344,0xff,0x48
357,2.41600504,0xff,0x00
358,2.41600664,0xff,0x00
359,2.41600824,0xff,0x00
360,2.41600984,0xff,0x49
361,2.41601144,0xff,0x00
362,2.41601304,0xff,0x00
363,2.41601464,0xff,0x00
364,2.41601624,0xff,0x4a
365,2.41601784,0xff,0x00
366,2.41601944,0xff,0x00
367,2.41602104,0xff,0x00
368,2.41602264,0xff,0x4b
369,2.41602424,0xff,0x00
370,2.41602584,0xff,0x00
371,2.41602744,0xff,0x00
372,2.41602904,0xff,0x4c
373,2.41603064,0xff,0x00
374,2.41603224,0xff,0x00
375,2.41603384,0xff,0x00
376,2.41603544,0xff,0x4d
377,2.41603704,0xff,0x00
378,2.41603864,0xff,0x00
379,2.41604024,0xff,0x00
380,2.41604184,0xff,0xff
381,2.41604344,0xff,0xff
382,2.41604504,0xff,0xff
383,2.41604664,0xff,0x0f
384,2.41604824,0xff,0x5c
385,2.41604984,0xff,0x00
386,2.41605144,0xff,0x00
387,2.41605304,0xff,0x00
388,2.41605464,0xff,0x50
389,2.41605624,0xff,0x00
390,2.41605784,0xff,0x00
391,2.41605944,0xff,0x00
392,2.41606104,0xff,0x51
393,2.41606264,0xff,0x00
394,2.41606424,0xff,0x00
395,2.41606584,0xff,0x00
396,2.41606744,0xff,0x52
397,2.41606904,0xff,0x00
398,2.41607064,0xff,0x00
399,2.41607224,0xff,0x00
400,2.41607384,0xff,0x53
401,2.41607544,0xff,0x00
402,2.41607704,0xff,0x00
403,2.41607864,0xff,0x00
404,2.41608024,0xff,0x54
405,2.41608184,0xff,0x00
406,2.41608344,0xff,0x00
407,2.41608504,0xff,0x00
408,2.41608664,0xff,0x55
409,2.41608824,0xff,0x00
410,2.41608984,0xff,0x00
411,2.41609144,0xff,0x00
412,2.41609304,0xff,0x56
413,2.41609464,0xff,0x00
414,2.41609624,0xff,0x00
415,2.41609784,0xff,0x00
416,2.41609944,0xff,0x57
417,2.41610104,0xff,0x00
418,2.41610264,0xff,0x00
419,2.41610424,0xff,0x00
420,2.41610584,0xff,0x58
421,2.41610744,0xff,0x00
422,2.41610904,0xff,0x00
423,2.41611064,0xff,0x00
424,2.41611224,0xff,0x59
425,2.41611384,0xff,0x00
426,2.41611544,0xff,0x00
427,2.41611704,0xff,0x00
428,2.41611864,0xff,0x5a
429,2.41612024,0xff,0x00
430,2.41612184,0xff,0x00
431,2.41612344,0xff,0x00
432,2.41612504,0xff,0x5b
433,2.41612664,0xff,0x00
434,2.41612824,0xff,0x00
435,2.41612984,0xff,0x00
436,2.41613144,0xff,0x70
437,2.41613304,0xff,0x00
438,2.41613464,0xff,0x00
439,2.41613624,0xff,0x00
440,2.41613784,0xff,0x5d
441,2.41613944,0xff,0x00
442,2.41614104,0xff,0x00
443,2.41614264,0xff,0x00
444,2.41614424,0xff,0x5e
445,2.41614584,0xff,0x00
446,2.41614744,0xff,0x00
447,2.41614904,0xff,0x00
448,2.41615064,0xff,0x5f
449,2.41615224,0xff,0x00
450,2.41615384,0xff,0x00
451,2.41615544,0xff,0x00
452,2.41615704,0xff,0x60
453,2.41615864,0xff,0x00
454,2.41616024,0xff,0x00
455,2.41616184,0xff,0x00
456,2.41616344,0xff,0x61
457,2.41616504,0xff,0x00
458,2.41616664,0xff,0x00
459,2.41616824,0xff,0x00
460,2.41616984,0xff,0x62
461,2.41617144,0xff,0x00
462,2.41617304,0xff,0x00
463,2.41617464,0xff,0x00
464,2.41617624,0xff,0x63
465,2.41617784,0xff,0x00
466,2.41617944,0xff,0x00
467,2.41618104,0xff,0x00
468,2.41618264,0xff,0x64
469,2.41618424,0xff,0x00
470,2.41618584,0xff,0x00
471,2.41618744,0xff,0x00
472,2.41618904,0xff,0x65
473,2.41619064,0xff,0x00
474,2.41619224,0xff,0x00
475,2.41619384,0xff,0x00
476,2.41619544,0xff,0x66
477,2.41619704,0xff,0x00
478,2.41619864,0xff,0x00
479,2.41620024,0xff,0x00
480,2.41620184,0xff,0x67
481,2.41620344,0xff,0x00
482,2.41620504,0xff,0x00
483,2.41620664,0xff,0x00
484,2.41620824,0xff,0x71
485,2.41620984,0xff,0x00
486,2.41621144,0xff,0x00
487,2.41621304,0xff,0x00
488,2.41621464,0xff,0x69
489,2.41621624,0xff,0x00
490,2.41621784,0xff,0x00
491,2.41621944,0xff,0x00
492,2.41622104,0xff,0x6a
493,2.41622264,0xff,0x00
494,2.41622424,0xff,0x00
495,2.41622584,0xff,0x00
496,2.41622744,0xff,0x6b
497,2.41622904,0xff,0x00
498,2.41623064,0xff,0x00
499,2.41623224,0xff,0x00
500,2.41623384,0xff,0x6c
501,2.41623544,0xff,0x00
502,2.41623704,0xff,0x00
503,2.41623864,0xff,0x00
504,2.41624024,0xff,0x6d
505,2.41624184,0xff,0x00
506,2.41624344,0xff,0x00
507,2.41624504,0xff,0x00
508,2.41624664,0xff,0x6e
509,2.41624824,0xff,0x00
510,2.41624984,0xff,0x00
511,2.41625144,0xff,0x00
512,2.41625304,0xff,0x6f
513,2.41625464,0xff,0x00
514,2.41625624,0xff,0x00
515,2.41625784,0xff,0x00
516,2.41625944,0xff,0xff
517,2.41626104,0xff,0xff
518,2.41626264,0xff,0xff
519,2.41626424,0xff,0x0f
520,2.41626584,0xff,0x73
521,2.41626744,0xff,0x00
522,2.41626904,0xff,0x00
523,2.41627064,0xff,0x00
524,2.41627224,0xff,0x76
525,2.41627384,0xff,0x00
526,2.41627544,0xff,0x00
527,2.41627704,0xff,0x00
528,2.41627864,0xff,0xff
529,2.41628024,0xff,0xff
530,2.41628184,0xff,0xff
531,2.41628344,0xff,0x0f
532,2.41628504,0xff,0xff
533,2.41628664,0xff,0xff
534,2.41628824,0xff,0xff
535,2.41628984,0xff,0x0f
536,2.41629144,0xff,0xff
537,2.41629304,0xff,0xff
538,2.41629464,0xff,0xff
539,2.41629624,0xff,0x0f
540,2.41629784,0xff,0x00
541,2.41629944,0xff,0x00
542,2.41630104,0xff,0x00
543,2.41630264,0xff,0x00
544,2.41630424,0xff,0xff
545,2.41630584,0xff,0xff
546,2.41630744,0xff,0xff
547,2.41630904,0xff,0x0f
548,2.41631064,0xff,0xff
549,2.41631224,0xff,0xff
550,2.41631384,0xff,0xff
551,2.41631544,0xff,0x0f
552,2.41631704,0xff,0xff
553,2.41631864,0xff,0xff
554,2.41632024,0xff,0xff
555,2.41632184,0xff,0x0f
556,2.41632344,0xff,0xff
557,2.41632504,0xff,0xff
558,2.41632664,0xff,0xff
559,2.41632824,0xff,0x0f
560,2.41632984,0xff,0xff
561,2.41633144,0xff,0xff
562,2.41633304,0xff,0xff
563,2.41633464,0xff,0x0f
564,2.41633624,0xff,0xff
565,2.41633784,0xff,0xff
566,2.41633944,0xff,0xff
567,2.41634104,0xff,0x0f
568,2.41634264,0xff,0xff
569,2.41634424,0xff,0xff
570,2.41634584,0xff,0xff
571,2.41634744,0xff,0x0f
572,2.41634904,0xff,0xff
573,2.41635064,0xff,0xff
574,2.41635224,0xff,0xff
575,2.41635384,0xff,0x0f
576,2.41635544,0xff,0x7f
577,2.41635704,0xff,0x00
578,2.41635864,0xff,0x00
579,2.41636024,0xff,0x00
580,2.41636184,0xff,0x80
581,2.41636344,0xff,0x00
582,2.41636504,0xff,0x00
583,2.41636664,0xff,0x00
584,2.41700548,0xff,0x4e
585,2.41700728,0xff,0xfd
586,2.41701448,0xe5,0xff
587,2.41701628,0x00,0xff
588,2.41701808,0x00,0xff
589,2.41701988,0x00,0xff
590,2.41702168,0x00,0xff
591,2.41702588,0x00,0xff
592,2.41702768,0x00,0xff
593,2.41702948,0x00,0xff
594,2.41703128,0x00,0xff
595,2.41703308,0x00,0xff
596,2.41703488,0x00,0xff
597,2.41703668,0x00,0xff
598,2.41703848,0x00,0xff
599,2.41704028,0x00,0xff
600,2.41704208,0x00,0xff
601,2.41704388,0x00,0xff
602,2.41704568,0x00,0xff
603,2.41704748,0x00,0xff
604,2.41704928,0x00,0xff
605,2.41705108,0x00,0xff
606,2.41705288,0x00,0xff
607,2.41705468,0x00,0xff
608,2.41705648,0x00,0xff
609,2.41705828,0x00,0xff
610,2.41706008,0x00,0xff
611,2.41706188,0x00,0xff
612,2.41706368,0x00,0xff
613,2.41706548,0x00,0xff
614,2.41706728,0x00,0xff
615,2.4172264,0x00,0xff
616,2.4172282,0x00,0xff
617,2.41723,0x00,0xff
618,2.4172318,0x00,0xff
619,2.4172336,0x00,0xff
620,2.4172354,0x00,0xff
621,2.4172372,0x00,0xff
622,2.417239,0x00,0xff
623,2.4172408,0x00,0xff
624,2.4172426,0x00,0xff
625,2.4172444,0x00,0xff
626,2.4172462,0x00,0xff
627,2.417248,0x00,0xff
628,2.4172498,0x00,0xff
629,2.4172516,0x00,0xff
630,2.4172534,0x00,0xff
631,2.4172552,0x00,0xff
632,2.417257,0x00,0xff
633,2.4172588,0x00,0xff
634,2.4172606,0x00,0xff
635,2.4172624,0x00,0xff
636,2.4172642,0x00,0xff
637,2.417266,0x00,0xff
638,2.4172678,0x00,0xff
639,2.4172696,0x00,0xff
640,2.4172714,0x00,0xff
641,2.4172732,0x00,0xff
642,2.417275,0x00,0xff
643,2.4172768,0x00,0xff
644,2.4173202,0x00,0xff
645,2.417322,0x00,0xff
646,2.4173238,0x00,0xff
647,2.4173256,0x00,0xff
648,2.4173274,0x00,0xff
649,2.4173292,0x00,0xff
650,2.417331,0x00,0xff
651,2.4173328,0x00,0xff
652,2.4173346,0x00,0xff
653,2.4173364,0x00,0xff
654,2.4173382,0x00,0xff
655,2.41734,0x00,0xff
656,2.4173418,0x00,0xff
657,2.4173436,0x00,0xff
658,2.4173454,0x00,0xff
659,2.4173472,0x00,0xff
660,2.417349,0x00,0xff
661,2.4173508,0x00,0xff
662,2.4173526,0x00,0xff
663,2.4173544,0x00,0xff
664,2.4173562,0x00,0xff
665,2.417358,0x00,0xff
666,2.4173598,0x00,0xff
667,2.4173616,0x00,0xff
668,2.4173634,0x00,0xff
669,2.4173652,0x00,0xff
670,2.417367,0x00,0xff
671,2.4173688,0x00,0xff
672,2.4173706,0x00,0xff
673,2.41740976,0x00,0xff
674,2.41741156,0x00,0xff
675,2.41741336,0x00,0xff
676,2.41741516,0x00,0xff
677,2.41741696,0x00,0xff
678,2.41741876,0x00,0xff
679,2.41742056,0x00,0xff
680,2.41742236,0x00,0xff
681,2.41742416,0x00,0xff
682,2.41742596,0x00,0xff
683,2.41742776,0x00,0xff
684,2.41742956,0x00,0xff
685,2.41743136,0x00,0xff
686,2.41743316,0x00,0xff
687,2.41743496,0x00,0xff
688,2.41743676,0x00,0xff
689,2.41743856,0x00,0xff
690,2.41744036,0x00,0xff
691,2.41744216,0x00,0xff
692,2.41744396,0x00,0xff
693,2.41744576,0x00,0xff
694,2.41744756,0x00,0xff
695,2.41744936,0x00,0xff
696,2.41745116,0x00,0xff
697,2.41745296,0x00,0xff
698,2.41745476,0x00,0xff
699,2.41745656,0x00,0xff
700,2.41745836,0x00,0xff
701,2.41746016,0x00,0xff
702,2.41749548,0x00,0xff
703,2.41749728,0x00,0xff
704,2.41749908,0x00,0xff
705,2.41750088,0x00,0xff
706,2.41750268,0x00,0xff
707,2.41750448,0x00,0xff
708,2.41750628,0x00,0xff
709,2.41750808,0x00,0xff
710,2.41750988,0x00,0xff
711,2.41751168,0x00,0xff
712,2.41751348,0x00,0xff
713,2.41751528,0x00,0xff
714,2.41751708,0x00,0xff
715,2.41751888,0x00,0xff
716,2.41752068,0x00,0xff
717,2.41752248,0x00,0xff
718,2.41752428,0x00,0xff
719,2.41752608,0x00,0xff
720,2.41752788,0x00,0xff
721,2.41752968,0x00,0xff
722,2.41753148,0x00,0xff
723,2.41753328,0x00,0xff
724,2.41753508,0x00,0xff
725,2.41753688,0x00,0xff
726,2.41753868,0x00,0xff
727,2.41754048,0x00,0xff
728,2.41754228,0x00,0xff
729,2.41754408,0x00,0xff
730,2.41754588,0x00,0xff
731,2.4175794,0x00,0xff
732,2.4175812,0x00,0xff
733,2.417583,0x00,0xff
734,2.4175848,0x00,0xff
735,2.4175866,0x00,0xff
736,2.4175884,0x00,0xff
737,2.4175902,0x00,0xff
738,2.417592,0x00,0xff
739,2.4175938,0x00,0xff
740,2.4175956,0x00,0xff
741,2.4175974,0x00,0xff
742,2.4175992,0x00,0xff
743,2.417601,0x00,0xff
744,2.4176028,0x00,0xff
745,2.4176046,0x00,0xff
746,2.4176064,0x00,0xff
747,2.4176082,0x00,0xff
748,2.41761,0x00,0xff
749,2.4176118,0x00,0xff
750,2.4176136,0x00,0xff
751,2.4176154,0x00,0xff
752,2.4176172,0x00,0xff
753,2.417619,0x00,0xff
754,2.4176208,0x00,0xff
755,2.4176226,0x00,0xff
756,2.4176244,0x00,0xff
757,2.4176262,0x00,0xff
758,2.417628,0x00,0xff
759,2.4176298,0x00,0xff
760,2.41766476,0x00,0xff
761,2.41766656,0x00,0xff
762,2.41766836,0x00,0xff
763,2.41767016,0x00,0xff
764,2.41767196,0x00,0xff
765,2.41767376,0x00,0xff
766,2.41767556,0x00,0xff
767,2.41767736,0x00,0xff
768,2.41767916,0x00,0xff
769,2.41768096,0x00,0xff
770,2.41768276,0x00,0xff
771,2.41768456,0x00,0xff
772,2.41768636,0x00,0xff
773,2.41768816,0x00,0xff
774,2.41768996,0x00,0xff
775,2.41769176,0x00,0xff
776,2.41769356,0x00,0xff
777,2.41769536,0x00,0xff
778,2.41769716,0x00,0xff
779,2.41769896,0x00,0xff
780,2.41770076,0x00,0xff
781,2.41770256,0x00,0xff
782,2.41770436,0x00,0xff
783,2.41770616,0x00,0xff
784,2.41770796,0x00,0xff
785,2.41770976,0x00,0xff
786,2.41771156,0x00,0xff
787,2.41771336,0x00,0xff
788,2.41771516,0x00,0xff
789,2.41774876,0x00,0xff
790,2.41775056,0x00,0xff
791,2.41775236,0x00,0xff
792,2.41775416,0x00,0xff
793,2.41775596,0x00,0xff
794,2.41775776,0x00,0xff
795,2.41775956,0x00,0xff
796,2.41776136,0x00,0xff
797,2.41776316,0x00,0xff
798,2.41776496,0x00,0xff
799,2.41776676,0x00,0xff
800,2.41776856,0x00,0xff
801,2.41777036,0x00,0xff
802,2.41777216,0x00,0xff
803,2.41777396,0x00,0xff
804,2.41777576,0x00,0xff
805,2.41777756,0x00,0xff
806,2.41777936,0x00,0xff
807,2.41778116,0x00,0xff
808,2.41778296,0x00,0xff
809,2.41778476,0x00,0xff
810,2.41778656,0x00,0xff
811,2.41778836,0x00,0xff
812,2.41779016,0x00,0xff
813,2.41779196,0x00,0xff
814,2.41779376,0x00,0xff
815,2.41779556,0x00,0xff
816,2.41779736,0x00,0xff
817,2.41779916,0x00,0xff
818,2.41783336,0x00,0xff
819,2.41783516,0x00,0xff
820,2.41783696,0x00,0xff
821,2.41783876,0x00,0xff
822,2.41784056,0x00,0xff
823,2.41784236,0x00,0xff
824,2.41784416,0x00,0xff
825,2.41784596,0x00,0xff
826,2.41784776,0x00,0xff
827,2.41784956,0x00,0xff
828,2.41785136,0x00,0xff
829,2.41785316,0x00,0xff
830,2.41785496,0x00,0xff
831,2.41785676,0x00,0xff
832,2.41785856,0x00,0xff
833,2.41786036,0x00,0xff
834,2.41786216,0x00,0xff
835,2.41786396,0x00,0xff
836,2.41786576,0x00,0xff
837,2.41786756,0x00,0xff
838,2.41786936,0x00,0xff
839,2.41787116,0x00,0xff
840,2.41787296,0x00,0xff
841,2.41787476,0x00,0xff
842,2.41787656,0x00,0xff
843,2.41787836,0x00,0xff
844,2.41788016,0x00,0xff
845,2.41788196,0x00,0xff
846,2.41788376,0x00,0xff
847,2.41791724,0x00,0xff
848,2.41791904,0x00,0xff
849,2.41792084,0x00,0xff
850,2.41792264,0x00,0xff
851,2.41792444,0x00,0xff
852,2.41792624,0x00,0xff
853,2.41792804,0x00,0xff
854,2.41792984,0x00,0xff
855,2.41793164,0x00,0xff
856,2.41793344,0x00,0xff
857,2.41793524,0x00,0xff
858,2.41793704,0x00,0xff
859,2.41793884,0x00,0xff
860,2.41794064,0x00,0xff
861,2.41794244,0x00,0xff
862,2.41794424,0x00,0xff
863,2.41794604,0x00,0xff
864,2.41794784,0x00,0xff
865,2.41794964,0x00,0xff
866,2.41795144,0x00,0xff
867,2.41795324,0x00,0xff
868,2.41795504,0x00,0xff
