,time,MISO,MOSI
463,0,0xff,0x25
464,0,0xff,0xb0
465,0,0xff,0x6d
466,0,0xff,0x49
467,0,0xff,0x58
468,0,0xff,0x84
469,0,0xff,0xa0
470,0,0xff,0x1d
471,0,0xff,0x81
472,0,0xff,0xe4
473,0,0xff,0x50
474,0,0xff,0x25
475,0,0xff,0xb8
476,0,0xff,0xf2
477,0,0xff,0x96
478,0,0xff,0x81
479,0,0xff,0xce
480,0,0xff,0xe8
481,0,0xff,0x97
482,0,0xff,0x7c
483,0,0xff,0xb2
484,0,0xff,0x61
485,0,0xff,0xff
486,0,0xff,0x4f
487,0,0xff,0x28
488,0,0xff,0x05
489,0,0xff,0xb0
490,0,0xff,0x19
491,0,0xff,0xfa
492,0,0xff,0x34
493,0,0xff,0x65
494,0,0xff,0x51
495,0,0xff,0x82
496,0,0xff,0x36
497,0,0xff,0xa3
498,0,0xff,0xaf
499,0,0xff,0x88
500,0,0xff,0x55
501,0,0xff,0x4b
502,0,0xff,0x08
503,0,0xff,0xa5
504,0,0xff,0xcc
505,0,0xff,0x80
506,0,0xff,0xac
507,0,0xff,0x65
508,0,0xff,0x02
509,0,0xff,0xf6
510,0,0xff,0xf7
511,0,0xff,0x38
512,0,0xff,0x25
513,0,0xff,0xcf
514,0,0xff,0x3b
515,0,0xff,0x5a
516,0,0xff,0xc3
517,0,0xff,0x3e
518,0,0xff,0xfc
519,0,0xff,0x15
520,0,0xff,0x4f
521,0,0xff,0xec
522,0,0xff,0x80
523,0,0xff,0xeb
524,0,0xff,0x00
525,0,0xff,0xff
526,0,0xff,0xff
527,0,0x40,0xff
528,0,0xff,0xff
529,0,0xff,0xff
530,0,0xff,0x58
531,0,0xff,0x60
532,0,0xff,0x49
533,0,0xff,0x2b
534,0,0xff,0x90
535,0,0xff,0x00
536,0,0x00,0xff
537,0,0xff,0xfe
538,0,0xff,0x67
539,0,0xff,0x5a
540,0,0xff,0xd4
541,0,0xff,0x4e
542,0,0xff,0xee
543,0,0xff,0x84
544,0,0xff,0x36
545,0,0xff,0xbf
546,0,0xff,0xde
547,0,0xff,0x27
548,0,0xff,0x8d
549,0,0xff,0xef
550,0,0xff,0x3f
551,0,0xff,0x59
552,0,0xff,0x0b
553,0,0xff,0xc2
554,0,0xff,0x66
555,0,0xff,0x9e
556,0,0xff,0xe2
557,0,0xff,0x4c
558,0,0xff,0xd7
559,0,0xff,0x93
560,0,0xff,0x30
561,0,0xff,0xc7
562,0,0xff,0x41
563,0,0xff,0xbd
564,0,0xff,0x13
565,0,0xff,0xdb
566,0,0xff,0xce
567,0,0xff,0x17
568,0,0xff,0x00
569,0,0xff,0xdf
570,0,0xff,0x56
571,0,0xff,0x65
572,0,0xff,0x60
573,0,0xff,0xda
574,0,0xff,0xc7
575,0,0xff,0x81
576,0,0xff,0x54
577,0,0xff,0xd1
578,0,0xff,0x06
579,0,0xff,0x48
580,0,0xff,0x7a
581,0,0xff,0xb6
582,0,0xff,0x62
583,0,0xff,0x59
584,0,0xff,0x93
585,0,0xff,0x0a
586,0,0xff,0x36
587,0,0xff,0x5c
588,0,0xff,0x8f
589,0,0xff,0x0a
590,0,0xff,0x8b
591,0,0xff,0xdf
592,0,0xff,0x2f
593,0,0xff,0x46
594,0,0xff,0x04
595,0,0xff,0x1d
596,0,0xff,0xb8
597,0,0xff,0xf6
598,0,0xff,0xdd
599,0,0xff,0x12
600,0,0xff,0x27
601,0,0xff,0xdb
602,0,0xff,0x5a
603,0,0xff,0xe7
604,0,0xff,0xba
605,0,0xff,0xf6
606,0,0xff,0x14
607,0,0xff,0x60
608,0,0xff,0xf9
609,0,0xff,0x5a
610,0,0xff,0xc1
611,0,0xff,0x2c
612,0,0xff,0x72
613,0,0xff,0x13
614,0,0xff,0x39
615,0,0xff,0x7e
616,0,0xff,0xe4
617,0,0xff,0x30
618,0,0xff,0x11
619,0,0xff,0xf9
620,0,0xff,0xc9
621,0,0xff,0xee
622,0,0xff,0xc4
623,0,0xff,0x05
624,0,0xff,0xa7
625,0,0xff,0x75
626,0,0xff,0x0f
627,0,0xff,0x78
628,0,0xff,0x09
629,0,0xff,0x47
630,0,0xff,0x81
631,0,0xff,0xe7
632,0,0xff,0x57
633,0,0xff,0xab
634,0,0xff,0x12
635,0,0xff,0x33
636,0,0xff,0x38
637,0,0xff,0xe0
638,0,0xff,0x85
639,0,0xff,0x42
640,0,0xff,0x49
641,0,0xff,0x5c
642,0,0xff,0x91
643,0,0xff,0xa4
644,0,0xff,0x6f
645,0,0xff,0xbe
646,0,0xff,0x3b
647,0,0xff,0xca
648,0,0xff,0x65
649,0,0xff,0x24
650,0,0xff,0x46
651,0,0xff,0x98
652,0,0xff,0xf3
653,0,0xff,0x45
654,0,0xff,0x0d
655,0,0xff,0x24
656,0,0xff,0x70
657,0,0xff,0xb6
658,0,0xff,0xfe
659,0,0xff,0x16
660,0,0xff,0x12
